transcript,wav_filename,wav_filesize
Men maxluqni o‘ldirdim,AwACAgIAAxkBAAJVvmAzU-y06l_7EI63wxmDzpDfqzeyAAL0CgACGAahSZvw7OQnmBE6HgQ.wav,7296
Qirol islohotlarni bekor qiladi,AwACAgIAAxkBAAJYNGAzW6__m7lvi82ndy5ru0UhIGlTAALeCgAC56WhSYVa9ltu-HIyHgQ.wav,8364
Lekin bunga imkon berishmaydi,AwACAgIAAxkBAAJlxGAziORaG8KVC2fJMQt7n0SdB18zAAIECQACOtagSVa61oslF84-HgQ.wav,10084
"Xullas qiziq bogʻliqlik, lekin qandaydir xulosa qilish mumkin degani emas.",AwACAgIAAxkBAAKSamAz9mxpp_4VnBX7b2xmSDE3GKKsAAKwEAAC-gWhSX4cx0k4NqG_HgQ.wav,18274
Kimlar qatnashishi mumkin,AwACAgIAAxkBAAKhwGA0fMAOHYCSmib7LtXYfZAr6vIbAAIpCwACvb-oSd0Wt7nKURfKHgQ.wav,8947
Jiddiyroq narsalar haqida gaplashaylik.,AwACAgIAAxkBAAKVcmAz_RppRzf_QORG2rIqEycOoFS9AAKtCgACzOOhSaRxTaYjOKpeHgQ.wav,8268
"Bizda barcha tovarlar qimmatligini sababi, bojlar va imtiyozlar.",AwACAgIAAxkBAAKC52Az1m4Xaf5pjCwsC80JDAps0WPIAAIqCgACzOOhSUI2m8OV2J_-HgQ.wav,14730
Otasining tashvishlari ko‘p,AwACAgIAAxkBAAJYbWAzXLaZIYABqwJO2Mq9iN38HDh_AAL3CgAC56WhScGpetCakEhQHgQ.wav,7096
"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",AwACAgIAAxkBAAJY4mAzXdksPA5NSTcMmn897Etx1HOhAAJ5CgAC5b2hSbCrLyu1y-5NHgQ.wav,38451
"Kiyik go‘shti qovurilib, dasturxonga tortilibdi",AwACAgIAAxkBAAJ_v2Az0JpjXde9vIxYL8rmOTgb7SFIAAIJDAAC1C-hSclhoQyPUoQ8HgQ.wav,17318
bu esa iste'molni oshirish paytida tabiiy gazni teng taqsimlash imkoniyatiga ega emasligini ma'lum qildi.,AwACAgIAAxkBAAIHhF-hGEkSqXrkk52YZho16IBiDGHsAAIdCAACYPEISblf5nwnIhd5HgQ.wav,13764
Lekin buni kamida bir yil sinash kerak.,AwACAgIAAxkBAAIzeV_IR_nUiadQ8YsgPhwtXTea3jMSAAJBCQAClhxISo_9EnbJD-hsHgQ.wav,13289
"Suv suyuq boʻlgani kabi, byudjetdan tashqari byudjet ham yomon narsa.",AwACAgIAAxkBAAJY42AzXdl4txMdnA67kT2GaKjh_IJIAAIgCwAC56WhSYBpI9CxpljOHgQ.wav,15225
"Ishonchingiz komil boʻlsa, gumon qilish xunuk.",AwACAgIAAxkBAAJwAmAzoBpyAAGHulqs-xnvWYIUNO9CtgAChAwAAksImEkwCo9fmC2j1R4E.wav,9527
"Lekin bu degani, hukumat aʼzolari vazni ogʻirlashgan sari korrupsiya koʻproq boʻladi degani emas.",AwACAgIAAxkBAAJWvmAzVx9UJ3PDWSQGI5VwuIC8vv5hAAJNCwACGAahSTjhofqEo_vGHgQ.wav,26052
O’ylaymanki Ruslan Sharipov xotirasi qalblarimizda hamisha saqlanib qoladi.,AwACAgIAAxkBAAKBMGAz1BvKDOS7WFBrs3JrPYDBrRjNAALdDAAC_I2gSacEpPZPAw7mHgQ.wav,17428
"Yana bir bor, barchangizga Ramazon muborak bo'lsin! Yaqinlarimizga telefon qilib turaylik.",AwACAgIAAxkBAAJsNmAzmFIH7Gm5tb-fN8BIAu-pB18dAAIvDAACMbKhSRRMadvDsSW4HgQ.wav,28094
Yangi uylarda yashaydiganlar fermerga qoʻshni boʻlishibdi.,AwACAgIAAxkBAAJZWmAzXxWbiC_l9xQx_U2MpCPysT2CAAJFCwAC56WhSc_KalcxJUaTHgQ.wav,11913
Elchilar g‘olib turonliklarga peshvoz chiqdilar,AwACAgIAAxkBAAJ_xmAz0KpFHz_ScrFVtvifbVZ9oI8TAAIKDAAC1C-hSVZzLY6i_WyZHgQ.wav,15982
"Vatanimizda iqtisodiy sharoit haqida va undan chiqib ketish yoʻllari haqida batafsilroq bilmoqchi boʻlsangiz, albatta koʻrishni tavsiya qilaman.",AwACAgIAAxkBAAJsdmAzmNmDuw3FNQHG4_oq3ooxHN9WAAI5DAACMbKhSYaIhzLaIndgHgQ.wav,44995
Sobiq ittifoq tarixidagi eng dahshatli zilzila sifatida qayd etilgan.,AwACAgIAAxkBAAKCOWAz1XX2NdmEHamot0dxb6BeXMP4AAL3DAAC_I2gSVBU-xo0t5i0HgQ.wav,15542
O’zbek musiqiy sana’ti afsonasi Ruslan Sharipov vafot etibdi.,AwACAgIAAxkBAAKVgGAz_TWEq4CvvTl0kDmsyLRKEGEtAAKxCgACzOOhSSgyTKHtKX8kHgQ.wav,13123
Allohim o'zingga tavakkal qilgan hayotimni chiroyli sabrim ila go'zal qil.,AwACAgEAAxkBAAJwBmAzoB6pTzMncplcDGEoxTgxyud6AAL-AAMF8qBFakP3wLq50cQeBA.wav,25933
"Bir xil payt esa, oshirib yuborishadi, natijasi esa kulgili boʻladi.",AwACAgIAAxkBAAJvE2Aznt1fcNInvyv8I50b36N0RHRSAAJFCwACFzCgSVfK9V0qa8yPHgQ.wav,17507
Aholini oʻsishini kamaytirishga qaratilgan choralarni notoʻgʻri deb oʻylayman.,AwACAgIAAxkBAAJZHGAzXoFymdMAATeOEtIFKInSGyAqwwACMgsAAueloUnunm31qJIWxB4E.wav,15993
Qanday fikrlash mumkin?,AwACAgIAAxkBAAJr-mAzmAPZ6Xz1BWIq1G0iPvotU3GOAAIpDAACMbKhSWDqzgTeZCxjHgQ.wav,10331
Bunday ta’qib sovet hukumatini tashvishlantirib qo‘yadi,AwACAgIAAxkBAAKAAAFgM9Et7LiqecLcUSay4h8i-Js36AACGAwAAtQvoUmx-YOJWpVYXR4E.wav,16652
"Agar bu muddat yuqorida aytganimizdek, yana cho‘ziladigan bo‘lsa, keyin qiyin bo‘ladi.",AwACAgIAAxkBAAKhqmA0fJ9xFNuOZzS-oe4jyxPoxG_7AALzDQAC_I2gSZvsbpkQqXxfHgQ.wav,22948
Ushbu avtomobil tannarxini tushirish uchun uning konstruksiya qismlarini maksimal darajada saqlab qolish harakatidamiz.,AwACAgIAAxkBAAJXOGAzWGoBEtP4VA2EjPljfmFfu8i4AAKnCgAC56WhSRK7Bg0gNUK4HgQ.wav,24841
Bolsheviklar ham xuddi shu ishni qilishadi,AwACAgIAAxkBAAKBwWAz1N6AxzKTPnHXI15SYE14Ux4XAALiCQACzOOhSagTsIFqHxXLHgQ.wav,9664
boshqalar his-tuyg‘ularini dugonalariga ayta beradilar.,AwACAgIAAxkBAAJs8mAzmbXncDJIqhtj072CMgrP0JQ4AAJJDAACMbKhSfl_lN3t30_SHgQ.wav,18938
o'nta so'zli chiroyli gap bo'lishi mumkin edi.,AwACAgIAAxkBAAKAwGAz03O0Ab1bA67i59HfOqMju94qAAIwDAAC1C-hSejNmNKUcjmJHgQ.wav,14265
Instruksiyani yaxshilab o’qish kerak.,AwACAgIAAxkBAAJwQWAzoGvpQr87KT7NZiO3CudiQpnlAAKPDAACSwiYSRilmTmV-5M6HgQ.wav,7597
Men ham qo‘shilib yig‘lar edim,AwACAgIAAxkBAAJYNmAzW7WvkINXIwjtQpA8msEaxEQJAALfCgAC56WhSaL5T3lH1ZolHgQ.wav,7455
Labo elektromobilini yarim yil ichida yaratish ko‘zda tutilgan.,AwACAgIAAxkBAAIQuV-i8fKPe-oXuZsvgV9KLe8buR56AAJ2CgACauUZSW5XDIof2xfoHgQ.wav,18847
o'nta so'zli chiroyli gap bo'lishi mumkin edi.,AwACAgIAAxkBAAIRL1-i9-Roju_mxtzCVBUOrboYdxN4AAK1CgACauUZSUJIIrjceNzQHgQ.wav,11432
"qaynoq ko'z yoshlari bilan yuz ko'zlarini yuvib, qayg'u alangasida tutaqib yondi, suyaklariga qadar zirqirab og'ridi.",AwACAgIAAxkBAAIICF-hLEikx45xo-xVFjH9zeXLI6FrAALkCAACp_AJST8LOJ1AR-_rHgQ.wav,22240
Elektron kutubxona-Internetning ajoyib imkoniyatlaridan  biridir.,AwACAgIAAxkBAAIIKF-hL_1Ejp1uI9vWP2V1s-jxNJtHAAJxCgACm4wISThiB8au72FcHgQ.wav,29236
Bu kutubxonaning elektron shaklidir.,AwACAgIAAxkBAAIH1F-hHkB0PZQ7UKWDWc0G6JkwP8OjAAJxCQAChGgJSb9UF9tK7JrsHgQ.wav,30446
"sovuq havoda avtomobil qanaqa yuradi, shularni sinashimiz kerak.",AwACAgIAAxkBAAIHyl-hHfPsmxxPEBh81VZP0QU2ZcFhAAJsCQAChGgJSR_JT5uIt3EDHgQ.wav,44632
"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",AwACAgIAAxkBAAIHvF-hHTqA87GkIHVIa1d4L_Sv4EjkAALMCQACbS8RSZldpHF8DJ4oHgQ.wav,16927
U orqali Siz dunyoning ixtiyoriy nuqtasidagi elektron kutubxona ma`lumotlaridan foydalana olishingiz mumkin.,AwACAgIAAxkBAAIH3V-hHpabMorJK56IEo1ycJx3l9vPAAJ0CQAChGgJSc1xzkhtT10gHgQ.wav,78006
Yana bir qulay tomoni zarur ma`lumot nusxasini ko`chirib olishingiz mumkin.,AwACAgIAAxkBAAIH31-hHqGaUr3iX43sPtiDhPEQdjbkAAJ1CQAChGgJSYraCeQzUKVcHgQ.wav,52718
Shu orada sudga noma'lum shaxs kirib kelib,AwACAgIAAxkBAAIH4V-hHtUT9F6JiqK3QvgodiJbLXx4AAJ2CQAChGgJSTxGBUxOQxvgHgQ.wav,33992
"onasidan mash'um xabarni eshitgandan boshlab, tinmay yig'ladi.",AwACAgIAAxkBAAIH5V-hHw1DZuYRqkY9AAFhIYqdbHutqgACeAkAAoRoCUmX77oows3N7x4E.wav,49508
"muhammad yusuf ijodining o'ziga xos xususiyati shundaki, u juda oson o'qiladi, sodda, xalqchil.",AwACAgIAAxkBAAIHwl-hHamnCtdKEeKc8BjHDnm_tJ_OAAJoCQAChGgJSfqZc_HMzIhIHgQ.wav,69919
Kinematik sxema va uni boshqaradigan elastik boshqaruv dasturini ishlab chiqyapmiz.,AwACAgIAAxkBAAIHzF-hHgfLqKaw4XPhf_4bTJJF4QnTAAJtCQAChGgJSdiCh0-bgkNNHgQ.wav,57681
vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAIH8V-hIRb-YrOEcDvVH-xesmJnNWHSAALLCwACuDgJSWniAwU_EYUlHgQ.wav,41697
Lekin buni kamida bir yil sinash kerak.,AwACAgIAAxkBAAIIFF-hLnnVRnpck_YnOQtMyQAB0WV31gACZQoAApuMCEl1grM6IRG42R4E.wav,17294
Akkumulyatorlar sovuq iqlimga qanchalik bardosh beradi.,AwACAgIAAxkBAAIIGF-hLuqvx2NJ7kVzAxU8YqlwhTMMAAJnCgACm4wISTwIRSEbRbXLHgQ.wav,24540
"sovuq havoda avtomobil qanaqa yuradi, shularni sinashimiz kerak.",AwACAgIAAxkBAAIIHF-hLwf8nWFHkdebDVulBuWXS4JEAAJoCgACm4wISYB-fjSEt4JMHgQ.wav,25157
"muhammad yusuf ijodining o'ziga xos xususiyati shundaki, u juda oson o'qiladi, sodda, xalqchil.",AwACAgIAAxkBAAIIHl-hLzGXmdN-jKA4MhsXeYkhm80jAAJJCQACaeoJSQXPcSTae2iOHgQ.wav,27731
"Yozning oxiri, kuz oylarida sinadik, endi qish-bahor oylarida ham sinaymiz.",AwACAgIAAxkBAAIze1_ISAO0tgOoDvtzlYReeJDWkzEZAAJCCQAClhxISj3OMopFvzjPHgQ.wav,21276
Zebo yigit bo‘libdur,AwACAgIAAxkBAAJVQWAzUtCQYCmRPzzZ2TNSBG908ruFAALYCgACGAahSamRsU3nye1GHgQ.wav,6585
Mazkur iltimosnoma yuzasidan taraflar fikri so‘ralgach,AwACAgIAAxkBAAIIRV-hNAMSFgJPiAZQONM5fS9TJLKTAAJ_CgACm4wISTl7kG7_ZKHmHgQ.wav,25390
yozganlarim koʻzimga g‘aribdan g‘arib ko‘rindi,AwACAgIAAxkBAAIRMV-i9-_T5mZLp9OV0czITeQVa9OwAAK2CgACauUZSX84pzvPnNejHgQ.wav,12261
Akkumulyatorlar sovuq iqlimga qanchalik bardosh beradi.,AwACAgIAAxkBAAIzfV_ISAv7FGGtFPWkdHXOp5Oq6CPvAAJDCQAClhxISlr51ne7d1yzHgQ.wav,14754
"Elektron kutubxonada javonlar vazifasini jildlar, kitoblar vazifasini esa Internet saxifalari bajaradi.",AwACAgIAAxkBAAJZXGAzXxp5Gc8pnTXNBOGygyxf75nzAAKNCgAC5b2hSZgGqt0zK3KCHgQ.wav,29335
Tosh supaga ming askar joylashibdi,AwACAgIAAxkBAAJVQ2AzUtUBR0ZYcwV13W9ebCcg0-djAALZCgACGAahSc0AAZX26xSXBR4E.wav,8325
"Importga boj qo’yish, eksportga to’siq qilishga teng bo’lgani kabi.",AwACAgIAAxkBAAJWAmAzVNU_5Fn-Sc6fKK17k0iEcLHIAAIQCwACGAahSVQdGNBmp7FEHgQ.wav,19994
"Menimcha, dasturlarimiz eng qiziqarlisi shu boʻldi.",AwACAgIAAxkBAAJwkWAzoO_CAX07PfsDUzknsN3pvJXJAAKiDAACSwiYSV_XIAkRm6f4HgQ.wav,10188
"Qarasa, haqiqatan ham kesak ekan",AwACAgIAAxkBAAKXIWAz_-BPqC_XOHnKUq1bWPE-DCisAAK8DwAC_I2gSVoblco1qoNhHgQ.wav,10490
Elchilar g‘olib turonliklarga peshvoz chiqdilar,AwACAgIAAxkBAAKBVWAz1FS5BeFxlzx3dY4qwd3FOda0AAKUDAACSl-gSTeYr5FjjS_tHgQ.wav,13921
yomon axloqning qalb sofligiga beradigan zarari esa qo'rqinchliroqdir.,AwACAgIAAxkBAAJXeWAzWVauQmuUD4PlZq_x6EWRNkTsAALADAAC_8SZSbhBo-Nh_s87HgQ.wav,16898
"o‘simlik va paxta yog‘lari, shuningdek, shakar narxi hamon qimmatligicha qolayotgani, bodring narxi keskin ko‘tarilgani oydinlashmoqda.",AwACAgIAAxkBAAKV0mAz_bcoB90Up3_1lu-cPFT9FyO4AALLDQAChf2gSeywB8cB_NDMHgQ.wav,33526
“Yashirin iqtisodiyot” bilan kurashish ancha qiyin va uddasidan chiqish mushkul boʻlgan masala.,AwACAgIAAxkBAAJY52AzXeY8QD4KWQ8LuxY0cWcW2ouYAAIiCwAC56WhSZbJ4hPD9LrbHgQ.wav,18852
Yetarlicha jismoniy mashq va normal ovqatlanish bo'lsa,AwACAgIAAxkBAAKi1GA0frZy2FJpg6mSV58BKQf4t8kbAALEDgAC_I2gSekDNU2RBYukHgQ.wav,13753
Biz aqlli odamlarni bizga nima qilish kerakligini aytish uchun yollaymiz.,AwACAgIAAxkBAAKjG2A0f0Rkle_UBiThthXurO1dvVckAALaDgAC_I2gSfXUgmskbiuHHgQ.wav,18628
Shuni sababi nima?,AwACAgIAAxkBAAJr0GAzl8um2ZGXr32SrpgLsDShLjLiAAIlDAACMbKhSflZgQGj3KcMHgQ.wav,10309
Temurbek hayratda qoldi,AwACAgIAAxkBAAKCu2Az1hlf36jcMHt2JPf8wa9Wc-7ZAALEDAACSl-gSShce3W4Ch2mHgQ.wav,8486
Nazariyani bilish kerak.,AwACAgIAAxkBAAKh1GA0fNePQi0AAWUmQ5xNdl6n45Dy7AACLQsAAr2_qElrtPkXrI36bx4E.wav,10054
"Kompyuter o'yinlaridan voz kech, internetda bekorga vaqt o'tkazishni bas qil",AwACAgIAAxkBAAKi7WA0ftMJLsZbOt6eMYkpXJHYXA9eAALIDgAC_I2gSc0o7hliT_iyHgQ.wav,18244
"Aqlli odamlarni ishga olib, keyin ularga nima qilishni o'rgatish ahmoqlikdan boshqa narsa emas.",AwACAgIAAxkBAAKjCWA0fwiMgbqJ59PWu84_fkAb6G6AAALUDgAC_I2gSSSRYAgTF8f1HgQ.wav,23959
Elektron kutubxona-Internetning ajoyib imkoniyatlaridan  biridir.,AwACAgIAAxkBAAIQvV-i8jJcqDmtKWZrw4_gz-vzeVMsAAJ4CgACauUZSca3QNj-53sdHgQ.wav,17512
"sovuq havoda avtomobil qanaqa yuradi, shularni sinashimiz kerak.",AwACAgIAAxkBAAIzf1_ISBPFjQjgLQk93LG_m3E9GoAvAAJECQAClhxISuZEBZdymx_EHgQ.wav,15421
Bu yerda bir muhim gap bor.,AwACAgIAAxkBAAJZn2AzYBU9TxIX8nIKJDqde9jnoZ3OAAJiCwAC56WhSfyRTToTaCksHgQ.wav,6984
Pandemiya bu raqamlarga salbiy ta’sir ko’rsatgan bo’lishi ehtimoli katta.,AwACAgIAAxkBAAJWwmAzVzAnCM7Ref6WlUvYQo7sMcuqAAJPCwACGAahSbs8_jwyYbTqHgQ.wav,18062
"Qarasa, haqiqatan ham kesak ekan",AwACAgIAAxkBAAJsQGAzmGC8hitdEKMhiSyejINERPP9AAKnCgACqXqgSTwtymwd15YlHgQ.wav,15290
"Yozning oxiri, kuz oylarida sinadik, endi qish-bahor oylarida ham sinaymiz.",AwACAgIAAxkBAAJXfGAzWWgWerSJAo2ZSAcS05dWwERCAAIJDAACqJ-hSZ7zy7kr9XQiHgQ.wav,29776
deydi-da Allohga tavakkal qilib oʻz yoʻlini davom etirib ketaveradi,AwACAgIAAxkBAAKcN2A0cVH6gEHEN1rLAjAAATtT8BglhwACbgkAAhkUqEk9tAHeJNRrzx4E.wav,15880
"Aprelda, endigina ellikni qoralaganida omonatini topshirdi",AwACAgIAAxkBAAJuNWAznTmElPAwrQSuCmm-CU4lTbeNAAIQCwACFzCgSeM5Z4iFS5zfHgQ.wav,20214
Biz erishgan narsa aslida biz qo‘ldan boy bergan narsadir,AwACAgIAAxkBAAKZHGA0A9OPJCgPCk7xxBHZ8S8X-uK-AAKECQACchGgSbUgKd7ojs9aHgQ.wav,16940
Mirzo Anvarga ruxsat bermadi,AwACAgIAAxkBAAKai2A0B9pamW1GZft6Nua4EerMZb2AAAKTCgACXKOhSS7j5BC05jJLHgQ.wav,10485
Shu marafonni tashkil qilganlarga rahmat.,AwACAgIAAxkBAAKY3mA0Aw9kn6GCEnpk1QoiRhsQDyYfAALsDwAC_I2gSYZWGUmTZZXFHgQ.wav,12107
AQSh hukumati aholiga naqd pul berishni boshladi.,AwACAgIAAxkBAAJsgGAzmOkwx0hrrvmQWPXLvRTEqsp5AAI7DAACMbKhSRc96GkoGkpEHgQ.wav,19228
Bolsheviklar ham xuddi shu ishni qilishadi,AwACAgIAAxkBAAKaCWA0BoRgPW-Rg7Am6sNVPIQ9gzBSAAJaCgACXKOhSYXrjxjeHcD3HgQ.wav,13366
AQSh hukumati oilalarga va'da qilgan yordam pullari odamlarning bank hisoblariga kelib tushishni boshladi.,AwACAgEAAxkBAAJu5GAznpXyHAABXsjpPFHzhfjzd1oL4wAC4QADBfKgRT69Vht-kx52HgQ.wav,37781
Agar siz qilmasangiz bahona topasiz.,AwACAgIAAxkBAAKZTWA0BFuyKXA3RpoWC2kd8xyqpnuTAAKPCQACchGgScOM1oki1uFXHgQ.wav,11537
Mirzo Anvarga ruxsat bermadi,AwACAgIAAxkBAAKYomA0Ao3Z3qXS0AQLWgOWigABviVgWQAC3A8AAvyNoEmNrV0V_zG51h4E.wav,9503
"Bilishim boʻyicha, oʻsha voqealar haqida koʻp maʼlumotlar haliyam sir saqlanadi.",AwACAgIAAxkBAAJZImAzXpLnRIdPCp6kJJoOseN0CJc6AAI0CwAC56WhSfItBEVZQLBAHgQ.wav,15715
"Gap qancha qarzimiz borligida emas, kimdan qarzdorligimizda.",AwACAgIAAxkBAAKWc2Az_rU3I5AXcftV0zlG8-8MAZ6bAALcCgACzOOhSZCYQV9YWiqdHgQ.wav,14422
"Zilzilaning o‘zi bir ofat, ammo uning aholi zich hududda sodir bo‘lishi zarar ko‘lamini bir necha karra oshirib yuboradi.",AwACAgIAAxkBAAKZiWA0BT-1fGg9lqLc2GcpnePEkeCRAALsCgACzOOhSchiZZ4ynIvbHgQ.wav,27850
"Yaxshi hamsuhbat, sokin tinglovchi",AwACAgIAAxkBAAKbAWA0Ch2DXD_T5OJXP-0kIsPKpEQAA84JAAJyEaBJHQbzl0gMsKceBA.wav,11023
O’zbekcha subtitrlar qo’yildi!,AwACAgIAAxkBAAKb92A0cPoxcn1gtjSxepn0HBnluGW3AAIaCQACaOeoSUd__Irm8_94HgQ.wav,9227
"Aprelda, endigina ellikni qoralaganida omonatini topshirdi",AwACAgIAAxkBAAIIiV-hOFI5-fC4QzC-Mw9C1L_XdNo7AAK1CgACm4wISRXamTrpQt1vHgQ.wav,28258
Elchilar g‘olib turonliklarga peshvoz chiqdilar,AwACAgIAAxkBAAIQ-1-i9n-rJ_Xuj_o-ydVTcfQDNtfaAAKbCgACauUZSTfJo9dGbb02HgQ.wav,13854
Bu kutubxonadan foydalanish juda qulay.,AwACAgIAAxkBAAJZYmAzXy8deM6Kn5rKOLsNQeML4wxfAAKQCgAC5b2hSZDVgxCr876XHgQ.wav,12640
"Aprelda, endigina ellikni qoralaganida omonatini topshirdi",AwACAgIAAxkBAAJYPmAzW81Y5txwPZSvxvi0NsVIeh_NAALiCgAC56WhSarx96JbpyjqHgQ.wav,15687
"Bu jarayonda mashinaning ichki yonuv dvigateli va uzatmalar qutisi olib tashlanadi, o‘rniga elektr dvigatel, reduktor va kontrollyor o‘rnatiladi.",AwACAgIAAxkBAAJXQGAzWJKdzPDEBomC77Q__LxDw4O6AAKoCgAC56WhSeWqAmp7KHLeHgQ.wav,32099
"Bu jarayonga ko‘p tashkilotlar tayyor bo‘lgan. Masalan, Xalq ta'limi vazirligi to‘liq lotin yozuviga o‘tgan.",AwACAgIAAxkBAAKGKmAz3rcpIv0ZilYDL_DX-2m_4FwdAAKjDQAC_I2gSYDABrV_26OnHgQ.wav,23758
"Shunda, o'qishga ham boshqacha qaraysiz.",AwACAgIAAxkBAAKBbWAz1HLd4sq0sQMP3YkW-ltWgVMtAALkDAAC_I2gSZf_KjscFXrEHgQ.wav,10394
"Qayd etish lozim, markaziy dehqon bozorlarida mahalliy hokimiyat rahbarlarining narxlarni tartibga solishga urinishi davom etmoqda.",AwACAgIAAxkBAAJXvWAzWqBIN-MdOl8ybPnt4AkE978JAAK9CgAC56WhSSQQIWq4jtJFHgQ.wav,25863
Men bir narsani tushunmayman,AwACAgIAAxkBAAKG5GAz386mHX2HlFm-8FPYaXR3WwreAAITDgAC-gWhScJivl08cAJfHgQ.wav,7745
"kishilar bepoyon yashil o'tloqlar, tevarakni o'rab olgan turli tuman yovvoyi hayvonlaru bo'rilarning hamlalari aro turli taraflarga yo'l olganlar.",AwACAgIAAxkBAAKSMWAz9g4mjAhq20UGXSR5PwABkLgOjgAC7wsAAmcioUm7X4t-zbjUYB4E.wav,34386
"Tashkil etish deganda, boshqariladigan qandaydir tarkibni tuzish demakdir.",AwACAgIAAxkBAAEB51pgOdr1IsvWjEfZ-SYzCR3A6TVIAgAChA0AAn7CyEmA0Qx6KUZXZB4E.wav,15412
Assalomu alaykum,AwACAgIAAxkBAAJWBmAzVN9Id9xkz8ZiobBEPCuC6BQTAAISCwACGAahSTiUULR4RwhYHgQ.wav,5140
Moliyaviy firibgarladan ogoh bo’ling.,AwACAgIAAxkBAAKI3WAz44_0-CeWUTVdo5kHmAUkT7ySAAJ4DgAC-gWhSZ7y0ts6U94DHgQ.wav,9827
Oxirgi vaqtlarda Samarqandda bayramona tadbirlar ko‘p bo‘lmoqda va shu sabab tashkilotchilik yuqori darajada bo‘ldi.,AwACAgIAAxkBAAKWdWAz_rpQ1HmK1FPr1-8m8UxqL0bnAALUDQAChf2gSb3eWrwyUgxiHgQ.wav,26867
"Agar inson biror narsani chindan istasa. Vaqt ham, yo’l ham, Imkon ham topiladi.",AwACAgIAAxkBAAKZy2A0BfNN4tRdsnQm-GzQayB0jsHvAAICCwACzOOhSc89UnCKff1THgQ.wav,20919
Zolotoy toychoq mukofotiga sazovor bo‘lgan,AwACAgIAAxkBAAJVyGAzVA2e4UKRLeMEC85XBBk_GRDYAAL5CgACGAahSQAB14xI0mAH-x4E.wav,15477
Akkumulyatorlar sovuq iqlimga qanchalik bardosh beradi.,AwACAgIAAxkBAAKMfmAz7MQ3EG_Y_crxNrWD2qJT220XAAJIDQACmmSgSS4bY3MNj6l4HgQ.wav,15482
vazirlar mahkamasining yangi tarkibi shakllantirilguniga qadar mamlakat prezidentining qaroriga muvofiq o'z faoliyatini davom ettirib turadi.,AwACAgIAAxkBAAKMPmAz7DpEzJ8MoyRF49Z-sWyoRmmaAAI_DQACmmSgSQLMglOosFhAHgQ.wav,34034
Sharof akaga xat yozsangiz ham javob beradilar.,AwACAgIAAxkBAAKMvmAz7UlN_CzCZIoQHfFOUZQNntd7AAKrDQAC1C-hSccxLMDxGwVeHgQ.wav,17352
"Inson o‘z kuchidan foydalanmaguncha, nimaga qodirligini bilmaydi.",AwACAgIAAxkBAAKJzGAz5rnmUkea5T4SDQ3_pksFXsBgAALPDgAC-gWhSf4FvDB_QJJqHgQ.wav,14973
Bu muqaddas oyda sizga va yaqinlaringizga barcha ezgu niyatlarni tilab qolaman.,AwACAgIAAxkBAAKJGWAz5E-wzcNOy8FGPj0RVgNFbPdPAAKJDgAC-gWhSRw9B-vwVGC2HgQ.wav,16279
Men esa konspekt yozib domlamga joʻnatishim kerak,AwACAgIAAxkBAAKLh2Az6otgWfydwgIkNGfmQN5AzJQOAAI3DwAC-gWhSYLh5TMyiNm_HgQ.wav,12365
Tosh supaga ming askar joylashibdi,AwACAgIAAxkBAAKLwmAz6vMryvzgIKKtIDPBnj0vvjo4AAIFDAACYVmhSRGBIAFuqP54HgQ.wav,16104
Biz aqlli odamlarni bizga nima qilish kerakligini aytish uchun yollaymiz.,AwACAgIAAxkBAAKNNGAz7jCMqyIRKJ-3FMveBR1On9bfAAJ_DwAC-gWhSU4FPPfwnnL2HgQ.wav,15789
Barchangizni kirib kelgan Ramazon oyi bilan qutlayman!,AwACAgIAAxkBAAEB5ghgOcjt3VK3Gd4jmr5J2s7016FOtQACfQ0AAo3W0UmNj4V1OubjYx4E.wav,10078
Maqtovlardan mag‘rurlanish nafsni buzadi,AwACAgIAAxkBAAIIjV-hOG8_XI-q4gp0xrJluLtoQ-NDAAK3CgACm4wISW3iPy6pQ2wRHgQ.wav,17460
Ammo u yolg‘iz emasdi,AwACAgIAAxkBAAIIi1-hOF4kufwJYYN58jXJledoCurIAAK2CgACm4wISYtfhNZwVyx2HgQ.wav,10917
Biz boynikida qo‘nadigan bo‘ldik,AwACAgIAAxkBAAIQ_V-i9ounY8IeCaPpeCEx9ZTwhNJQAAKcCgACauUZSXoo33vXf2yVHgQ.wav,9595
Pandemiya davrida odamlarda hasad va havas tuyg’ulari chuqurlashibdi deb ko’rsatmoqda ba’zi tadqiqotlar.,AwACAgIAAxkBAAJwUWAzoJt8K94LFc_YKNQasZpTFVfcAAKUDAACSwiYSZq5LXsMveriHgQ.wav,17544
Kinematik sxema va uni boshqaradigan elastik boshqaruv dasturini ishlab chiqyapmiz.,AwACAgIAAxkBAAJtv2Azm-LZ7zKKEAzNg-6EHQFXQrKAAAIxCgACpriYSbTWZMEyOFfcHgQ.wav,18972
"Ishonchingiz komil boʻlsa, gumon qilish xunuk.",AwACAgIAAxkBAAKH5WAz4cBpza-nLNpwZ8pgD1CnkF7sAAJGDgAC-gWhSZPKXvREs5RrHgQ.wav,11666
